Journal Abbreviation,Journal Name,Article,Author,Year,Volume
OS,ORGANIZATION SCIENCE,Getting to Know You: Motivating Cross-Understanding for Improved Team and Individual Performance,"Janardhanan, Niranjan S.; Lewis, Kyle; Reger, Rhonda K.; Stevens, Cynthia K.",2020,31
JBE,JOURNAL OF BUSINESS ETHICS,An Ethical Marketing Approach to Wicked Problems: Macromarketing for the Common Good,"Pittz, Thomas G.; Steiner, Susan D.; Pennington, Julia R.",2020,164
RP,RESEARCH POLICY,Paludiculture as a critical sustainability innovation mission,"Ziegler, Rafael",2020,49
JAMS,JOURNAL OF THE ACADEMY OF MARKETING SCIENCE,Does the CMO's personality matter for web traffic? Evidence from technology-based new ventures,"Winkler, Hans-Joerg; Rieger, Verena; Engelen, Andreas",2020,48
JFE,JOURNAL OF FINANCIAL ECONOMICS,The paradox of pledgeability,"Donaldson, Jason Roderick; Gromb, Denis; Piacentino, Giorgia",2020,137
HR,HUMAN RELATIONS,'It's not all it's cracked up to be': Narratives of promotions in elite professional careers,"Gustafsson, Stefanie; Swart, Juani",2020,73
ASQ,ADMINISTRATIVE SCIENCE QUARTERLY,Working for an Algorithm: Power Asymmetries and Agency in Online Work Settings,"Curchod, Corentin; Patriotta, Gerardo; Cohen, Laurie; Neysen, Nicolas",2020,65
JBV,JOURNAL OF BUSINESS VENTURING,Poverty and the varieties of entrepreneurship in the pursuit of prosperity,"Kimmitt, Jonathan; Munoz, Pablo; Newbery, Robert",2020,35
ROFS,REVIEW OF FINANCIAL STUDIES,The Equity Premium and the One Percent,"Toda, Alexis Akira; Walsh, Kieran James",2020,33
OBHDP,ORGANIZATIONAL BEHAVIOR AND HUMAN DECISION PROCESSES,Going it alone: Competition increases the attractiveness of minority status,"Kirgios, Erika L.; Chang, Edward H.; Milkman, Katherine L.",2020,161
OR,OPERATIONS RESEARCH,Operational Risk Management: A Stochastic Control Framework with Preventive and Corrective Controls,"Xu, Yuqian; Zhu, Lingjiong; Pinedo, Michael",2020,68
JBE,JOURNAL OF BUSINESS ETHICS,'Alternative Hedonism': Exploring the Role of Pleasure in Moral Markets,"Caruana, Robert; Glozer, Sarah; Eckhardt, Giana M.",2020,166
POM,PRODUCTION AND OPERATIONS MANAGEMENT,A Framework for Analyzing the US Coin Supply Chain,"Huang, Yiwei; Zhu, Yunxia; Kumar, Subodha; Shetty, Bala; Sriskandarajah, Chelliah",2020,29
JFE,JOURNAL OF FINANCIAL ECONOMICS,Show me the money: The monetary policy risk premium,"Ozdagli, Ali; Velikov, Mihail",2020,135
HBR,HARVARD BUSINESS REVIEW,FIXING US POLITICS What business can-and must-do to revitalize democracy,"Gehl, Katherine M.; Porter, Michael E.",2020,98
OBHDP,ORGANIZATIONAL BEHAVIOR AND HUMAN DECISION PROCESSES,History backfires: Reminders of past injustices against women undermine support for workplace policies promoting women,"Hideg, Ivona; Wilson, Anne E.",2020,156
JPE,JOURNAL OF POLITICAL ECONOMY,Cooperation and Community Responsibility,"Deb, Joyee",2020,128
OSTD,ORGANIZATION STUDIES,Escaping (into) the night horizontal ellipsis : Organizations and work at night,"Mueller, Monika",2020,41
MS,MANAGEMENT SCIENCE,Efficiently Evaluating Targeting Policies: Improving on Champion vs. Challenger Experiments,"Simester, Duncan; Timoshenko, Artem; Zoumpoulis, Spyros I.",2020,66
JBE,JOURNAL OF BUSINESS ETHICS,What on Earth Should Managers Learn About Corporate Sustainability? A Threshold Concept Approach,"Montle, Ivan; Gallo, Peter Jack; Antolin-Lopez, Raquel",2020,162
CAR,CONTEMPORARY ACCOUNTING RESEARCH,Do Client Bankruptcies Preceded by Clean Audit Opinions Damage Auditor Reputation?*,"Berglund, Nathan R.",2020,37
JFQA,JOURNAL OF FINANCIAL AND QUANTITATIVE ANALYSIS,Volatility and Expected Option Returns,"Hu, Guanglian; Jacobs, Kris",2020,55
RP,RESEARCH POLICY,Innovation over the industry life-cycle. Does ownership matter?,"Cucculelli, Marco; Peruzzi, Valentina",2020,49
JF,JOURNAL OF FINANCE,Price and Probability: Decomposing the Takeover Effects of Anti-Takeover Provisions,"Cunat, Vicente; Gine, Mireia; Guadalupe, Maria",2020,75
MSOM,M&SOM-MANUFACTURING & SERVICE OPERATIONS MANAGEMENT,COVID-19 Scratch Models to Support Local Decisions,"Kaplan, Edward H.",2020,22
AR,ACCOUNTING REVIEW,Institutional Investor Attention and Firm Disclosure,"Abramova, Inna; Core, John E.; Sutherland, Andrew",2020,95
ROFS,REVIEW OF FINANCIAL STUDIES,Production Networks and Stock Returns: The Role of Vertical Creative Destruction,"Gofman, Michael; Segal, Gill; Wu, Youchang",2020,33
OSTD,ORGANIZATION STUDIES,Relational Encounters and Vital Materiality in the Practice of Craft Work,"Bell, Emma; Vachhani, Sheena J.",2020,41
CAR,CONTEMPORARY ACCOUNTING RESEARCH,Unexpected SEC Resource Constraints and Comment Letter Quality,"Ege, Matthew; Glenn, Jennifer L.; Robinson, John R.",2020,37
JMR,JOURNAL OF MARKETING RESEARCH,"Native Advertising in Online News: Trade-Offs Among Clicks, Brand Recognition, and Website Trustworthiness","Aribarg, Anocha; Schwartz, Eric M.",2020,57
JFE,JOURNAL OF FINANCIAL ECONOMICS,Real effects of workers' financial distress: Evidence from teacher spillovers,"Maturana, Gonzalo; Nickerson, Jordan",2020,136
AR,ACCOUNTING REVIEW,Real Effects of PCAOB International Inspections,"Shroff, Nemit",2020,95
JBE,JOURNAL OF BUSINESS ETHICS,Perceived Overqualification and Cyberloafing: A Moderated-Mediation Model Based on Equity Theory,"Cheng, Bao; Zhou, Xing; Guo, Gongxing; Yang, Kezhen",2020,164
MS,MANAGEMENT SCIENCE,"Two Birds, One Stone: Joint Timing of Returns and Capital Gains Taxes","Lei, Yaoting; Li, Ya; Xu, Jing",2020,66
AR,ACCOUNTING REVIEW,Does Using Accounting Data in Performance Evaluations Spoil Team Creativity? The Role of Leadership Behavior,"Klein, Aleksandra; Speckbacher, Gerhard",2020,95
MS,MANAGEMENT SCIENCE,Appointment Scheduling Under Time-Dependent Patient No-Show Behavior,"Kong, Qingxia; Li, Shan; Liu, Nan; Teo, Chung-Piaw; Yan, Zhenzhen",2020,66
ECMTR,ECONOMETRICA,"State Capacity, Reciprocity, and the Social Contract","Besley, Timothy",2020,88
JAMS,JOURNAL OF THE ACADEMY OF MARKETING SCIENCE,Consumer arrogance and word-of-mouth,"Ruvio, Ayalla; Bagozzi, Richard P.; Hult, G. Tomas M.; Spreng, Richard",2020,48
MISQ,MIS QUARTERLY,THE EFFECTS OF PARTICIPATING IN A PHYSICIAN-DRIVEN ONLINE HEALTH COMMUNITY IN MANAGING CHRONIC DISEASE: EVIDENCE FROM TWO NATURAL EXPERIMENTS,"Liu, Qianqian Ben; Liu, Xiaoxiao; Guo, Xitong",2020,44
OR,OPERATIONS RESEARCH,Interior-Point-Based Online Stochastic Bin Packing,"Gupta, Varun; Radovanovic, Ana",2020,68
JCR,JOURNAL OF CONSUMER RESEARCH,In Times of Trouble: A Framework for Understanding Consumers' Responses to Threats,"Campbell, Margaret C.; Inman, J. Jeffrey; Kirmani, Amna; Price, Linda L.",2020,47
JBE,JOURNAL OF BUSINESS ETHICS,Ethical Governance: Insight from the Islamic Perspective and an Empirical Enquiry,"Ghafran, Chaudhry; Yasmin, Sofia",2020,167
ROAS,REVIEW OF ACCOUNTING STUDIES,Use of independent valuation specialists in valuing employee stock options: evidence from IPOs,"Stuart, Michael D.; Willis, Richard H.",2020,25
JAMS,JOURNAL OF THE ACADEMY OF MARKETING SCIENCE,"Employee-level open innovation in emerging markets: linking internal, external, and managerial resources","Badir, Yuosre F.; Frank, Bjorn; Bogers, Marcel",2020,48
JBE,JOURNAL OF BUSINESS ETHICS,BAME Staff and Public Service Motivation: The Mediating Role of Perceived Fairness in English Local Government,"Wang, Wen; Seifert, Roger",2020,161
ROES,REVIEW OF ECONOMIC STUDIES,Ambiguous Policy Announcements,"Michelacci, Claudio; Paciello, Luigi",2020,87
OSTD,ORGANIZATION STUDIES,Power in Sensemaking Processes,"Schildt, Henri; Mantere, Saku; Cornelissen, Joep",2020,41
OBHDP,ORGANIZATIONAL BEHAVIOR AND HUMAN DECISION PROCESSES,On the hiring of kin in organizations: Perceived nepotism and its implications for fairness perceptions and the willingness to join an organization,"Burhan, Omar K.; van Leeuwen, Esther; Scheepers, Daan",2020,161
MIT,MIT SLOAN MANAGEMENT REVIEW,Driving Growth in Digital Ecosystems,"Sebastian, Ina M.; Weill, Peter; Woerner, Stephanie L.",2020,62
ROES,REVIEW OF ECONOMIC STUDIES,Consumer Scores and Price Discrimination,"Bonatti, Alessandro; Cisternas, Gonzalo",2020,87
ISR,INFORMATION SYSTEMS RESEARCH,Hiding Sensitive Information when Sharing Distributed Transactional Data,"Ghoshal, Abhijeet; Hao, Jing; Menon, Syam; Sarkar, Sumit",2020,31
JFQA,JOURNAL OF FINANCIAL AND QUANTITATIVE ANALYSIS,The Coming Wave: Where Do Emerging Market Investors Put Their Money?,"Karolyi, G. Andrew; Ng, David T.; Prasad, Eswar S.",2020,55
HR,HUMAN RELATIONS,Consumed by obsession: Career adaptability resources and the performance consequences of obsessive passion and harmonious passion for work,"Amarnani, Rajiv K.; Lajom, Jennifer Ann L.; Restubog, Simon Lloyd D.; Capezio, Alessandra",2020,73
JAMS,JOURNAL OF THE ACADEMY OF MARKETING SCIENCE,Innovation for and from emerging countries: a closer look at the antecedents of trickle-down and reverse innovation,"Giannetti, Verdiana; Rubera, Gaia",2020,48
OBHDP,ORGANIZATIONAL BEHAVIOR AND HUMAN DECISION PROCESSES,Gay and lesbian disclosure and heterosexual identity threat: The role of heterosexual identity commitment in shaping de-stigmatization,"Lyons, Brent J.; Lynch, John W.; Johnson, Tiffany D.",2020,160
JBV,JOURNAL OF BUSINESS VENTURING,From a monopoly to an entrepreneurial field: The constitution of possibilities in South African energy,"Constantinides, Panos; Slavova, Mira",2020,35
JBE,JOURNAL OF BUSINESS ETHICS,Unable to Resist the Temptation to Tell the Truth or to Lie for the Organization? Identification Makes the Difference,"Baur, Carolin; Soucek, Roman; Kuehnen, Ulrich; Baumeister, Roy F.",2020,167
ECMTR,ECONOMETRICA,THE BALANCE CONDITION IN SEARCH-AND-MATCHING MODELS,"Lauermann, Stephan; Noldeke, Georg; Troger, Thomas",2020,88
MIT,MIT SLOAN MANAGEMENT REVIEW,What Managers Need to Know bout Data Exchanges The era of big-data silos is fading. Shared data is the future,"Parra-Moyano, Jose; Schmedders, Karl; Pentland, Alex ''Sandy''",2020,61
JIBS,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,Springboard internationalization by emerging market firms: Speed of first cross-border acquisition,"Kumar, Vikas; Singh, Deeksha; Purkayastha, Anish; Popli, Manish; Gaur, Ajai",2020,51
JMAN,JOURNAL OF MANAGEMENT,"Transformational Leadership, High-Performance Work System Consensus, and Customer Satisfaction","Weller, Ingo; Suess, Julian; Evanschitzky, Heiner; von Wangenheim, Florian",2020,46
AMR,ACADEMY OF MANAGEMENT REVIEW,BRANCHING AND ANCHORING: COMPLEMENTARY ASSET CONFIGURATIONS IN CONDITIONS OF KNIGHTIAN UNCERTAINTY,"Lampert, Curba Morris; Kim, Minyoung; Polidoro, Francisco, Jr.",2020,45
CAR,CONTEMPORARY ACCOUNTING RESEARCH,Individual Investors' Attention to Accounting Information: Evidence from Online Financial Communities*,"Lerman, Alina",2020,37
OBHDP,ORGANIZATIONAL BEHAVIOR AND HUMAN DECISION PROCESSES,Goal-setting reloaded: The influence of minimal and maximal goal standards on task satisfaction and goal striving after performance feedback,"Giessner, Steffen R.; Stam, Daan; Kerschreiter, Rudolf; Verboon, Danny; Salama, Ibrahim",2020,161
JBE,JOURNAL OF BUSINESS ETHICS,Effects of Ethical Certification and Ethical eWoM on Talent Attraction,"Osburg, Victoria-Sophie; Yoganathan, Vignesh; Bartikowski, Boris; Liu, Hongfei; Strack, Micha",2020,164
ROFS,REVIEW OF FINANCIAL STUDIES,Climate Finance,"Hong, Harrison; Karolyi, G. Andrew; Scheinkman, Jose A.",2020,33
JCR,JOURNAL OF CONSUMER RESEARCH,Understanding Difficult Consumer Transitions: The In/Dividual Consumer in Permanent Liminality,"Appau, Samuelson; Ozanne, Julie L.; Klein, Jill G.",2020,47
ROES,REVIEW OF ECONOMIC STUDIES,Poor Little Rich Kids? The Role of Nature versus Nurture in Wealth and Other Economic Outcomes and Behaviours,"Black, Sandra E.; Devereux, Paul J.; Lundborg, Petter; Majlesi, Kaveh",2020,87
HR,HUMAN RELATIONS,A suitable woman: The coming-of-age of the 'third world woman' at the bottom of the pyramid: A critical engagement,"Chatterjee, Suparna",2020,73
JPE,JOURNAL OF POLITICAL ECONOMY,Experience of Communal Conflicts and Intergroup Lending,"Fisman, Raymond; Sarkar, Arkodipta; Skrastins, Janis; Vig, Vikrant",2020,128
JAMS,JOURNAL OF THE ACADEMY OF MARKETING SCIENCE,When less is more: the downside of customer knowledge sharing in new product development teams,"Tang, Yihui (Elina); Marinova, Detelina",2020,48
JF,JOURNAL OF FINANCE,Drilling and Debt,"Gilje, Erik P.; Loutskina, Elena; Murphy, Daniel",2020,75
ECMTR,ECONOMETRICA,"Heterogeneous Markups, Growth, and Endogenous Misallocation","Peters, Michael",2020,88
ETP,ENTREPRENEURSHIP THEORY AND PRACTICE,Innovation Motives in Family Firms: A Transgenerational View,"Diaz-Moriana, Vanessa; Clinton, Eric; Kammerlander, Nadine; Lumpkin, G. T.; Craig, Justin B.",2020,44
MS,MANAGEMENT SCIENCE,What Makes Geeks Tick? A Study of Stack Overflow Careers,"Xu, Lei; Nian, Tingting; Cabral, Luis",2020,66
MS,MANAGEMENT SCIENCE,How Do You Search for the Best Alternative? Experimental Evidence on Search Strategies to Solve Complex Problems,"Sommer, Svenja C.; Bendoly, Elliot; Kavadias, Stylianos",2020,66
JFQA,JOURNAL OF FINANCIAL AND QUANTITATIVE ANALYSIS,Do Underwriters Price Up IPOs to Prevent Withdrawal?,"Busaba, Walid Y.; Liu, Zheng; Restrepo, Felipe",2020,55
OR,OPERATIONS RESEARCH,Dynamic Assortment Personalization in High Dimensions,"Kallus, Nathan; Udell, Madeleine",2020,68
ROES,REVIEW OF ECONOMIC STUDIES,"Salience, Myopia, and Complex Dynamic Incentives: Evidence from Medicare Part D","Dalton, Christina M.; Gowrisankaran, Gautam; Town, Robert J.",2020,87
JBV,JOURNAL OF BUSINESS VENTURING,Editorial: On submitting economics articles to JBV,"Parker, Simon C.",2020,35
ROFS,REVIEW OF FINANCIAL STUDIES,Public Oversight and Reporting Credibility: Evidence from the PCAOB Audit Inspection Regime,"Gipper, Brandon; Leuz, Christian; Maffett, Mark",2020,33
ASQ,ADMINISTRATIVE SCIENCE QUARTERLY,Examining Anger's Immobilizing Effect on Institutional Insiders' Action Intentions in Social Movements,"DeCelles, Katherine A.; Sonenshein, Scott; King, Brayden G.",2020,65
JIBS,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,The ownership structure contingency in the sequential international entry mode decision process: Family owners and institutional investors in family-dominant versus family-influenced firms,"Xu, Kai; Hitt, Michael A.; Miller, Stewart R.",2020,51
JIBS,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,Managing interrelated tensions in headquarters-subsidiary relationships: The case of a multinational hybrid organization,"Ambos, Tina C.; Fuchs, Sebastian H.; Zimmermann, Alexander",2020,51
HR,HUMAN RELATIONS,How social networks facilitate collective responses to organizational paradoxes,"Keller, Joshua; Wong, Sze-Sze; Liou, Shyhnan",2020,73
JPE,JOURNAL OF POLITICAL ECONOMY,Understanding How Low Levels of Early Lead Exposure Affect Children's Life Trajectories,"Gronqvist, Hans; Nilsson, J. Peter; Robling, Per-Olof",2020,128
JBE,JOURNAL OF BUSINESS ETHICS,"Leadership, the American Academy of Management, and President Trump's Travel Ban: A Case Study in Moral Imagination","Tsoukas, Haridimos",2020,163
ISR,INFORMATION SYSTEMS RESEARCH,Video Killed the Radio Star? Online Music Videos and Recorded Music Sales,"Kretschmer, Tobias; Peukert, Christian",2020,31
AMJ,ACADEMY OF MANAGEMENT JOURNAL,"FOUR MORE YEARS: PRESIDENTIAL ELECTIONS, COMPARATIVE MINDSET, AND MANAGERIAL DECISIONS","Xu, Alison Jing; Moorman, Christine; Qin, Vivian Yue; Rao, Akshay R.",2020,63
MS,MANAGEMENT SCIENCE,Swing Pricing for Mutual Funds: Breaking the Feedback Loop Between Fire Sales and Fund Redemptions,"Capponi, Agostino; Glasserman, Paul; Weber, Marko",2020,66
MS,MANAGEMENT SCIENCE,The Real Effects of Bank Capital Requirements,"Fraisse, Henri; Le, Mathias; Thesmar, David",2020,66
POM,PRODUCTION AND OPERATIONS MANAGEMENT,Simple Policies with Provable Bounds for Managing Perishable Inventory,"Zhang, Hailun; Zhang, Jiheng; Zhang, Rachel Q.",2020,29
JBE,JOURNAL OF BUSINESS ETHICS,Commons Organizing: Embedding Common Good and Institutions for Collective Action. Insights from Ethics and Economics,"Albareda, Laura; Sison, Alejo Jose G.",2020,166
POM,PRODUCTION AND OPERATIONS MANAGEMENT,How Much is Too Much? The Effect of Offline Call Intensity on Online Purchase of Digital Services,"Zhang, Xingyue; Yao, Yuliang",2020,29
JBE,JOURNAL OF BUSINESS ETHICS,Academia After Virtue? An Inquiry into the Moral Character(s) of Academics,"Pianezzi, Daniela; Norreklit, Hanne; Cinquini, Lino",2020,167
MSOM,M&SOM-MANUFACTURING & SERVICE OPERATIONS MANAGEMENT,Operating Room Staffing and Scheduling,"Bandi, Chaithanya; Gupta, Diwakar",2020,22
MISQ,MIS QUARTERLY,INFORMATION TECHNOLOGY IDENTITY: A KEY DETERMINANT OF IT FEATURE AND EXPLORATORY USAGE,"Carter, Michelle; Petter, Stacie; Grover, Varun; Thatcher, Jason Bennett",2020,44
POM,PRODUCTION AND OPERATIONS MANAGEMENT,Synergistic Value in Vertically Integrated Power-to-Gas Energy Systems,"Glenk, Gunther; Reichelstein, Stefan",2020,29
JFE,JOURNAL OF FINANCIAL ECONOMICS,The importance of being special: Repo markets during the crisis,"Corradin, Stefano; Maddaloni, Angela",2020,137
HR,HUMAN RELATIONS,Moments that connect: Turning points and the becoming of leadership,"Sklaveniti, Chrysavgi",2020,73
OBHDP,ORGANIZATIONAL BEHAVIOR AND HUMAN DECISION PROCESSES,Face threat sensitivity in distributive negotiations: Effects on negotiator self-esteem and demands,"Tuncel, Ece; Kong, Dejun Tony; Parks, Judi McLean; van Kleef, Gerben A.",2020,161
HR,HUMAN RELATIONS,"'I could help, but . . .': A dynamic sensemaking model of workplace bullying bystanders","Ng, Kara; Niven, Karen; Hoel, Helge",2020,73
MISQ,MIS QUARTERLY,ORGANIZED COMPLEXITY OF DIGITAL BUSINESS STRATEGY: A CONFIGURATIONAL PERSPECTIVE,"Park, YoungKi; Mithas, Sunil",2020,44
MISQ,MIS QUARTERLY,"THEORIZING THE MULTIPLICITY OF DIGITAL PHENOMENA: THE ECOLOGY OF CONFIGURATIONS, CAUSAL RECIPES, AND GUIDELINES FOR APPLYING QCA","Park, YoungKi; Fiss, Peer C.; El Sawy, Omar A.",2020,44
OR,OPERATIONS RESEARCH,Technical Note-Central Limit Theorems for Estimated Functions at Estimated Points,"Glynn, Peter W.; Fan, Lin; Fu, Michael C.; Hu, Jian-Qiang; Peng, Yijie",2020,68
JMR,JOURNAL OF MARKETING RESEARCH,A Multiattribute Benefits-Based Choice Model with Multiple Mediators: New Insights for Positioning,"Burke, Paul F.; Eckert, Christine; Sethi, Srishti",2020,57
JCP,JOURNAL OF CONSUMER PSYCHOLOGY,"Out of Sight, Out of Mind: Usage Frequency Considerations in Purchase Decisions","Mittelman, Mauricio; Goncalves, Dilney; Andrade, Eduardo B.",2020,30
MS,MANAGEMENT SCIENCE,How Stress Affects Performance and Competitiveness Across Gender,"Cahlikova, Jana; Cingl, Lubomir; Levely, Ian",2020,66
SMJ,STRATEGIC MANAGEMENT JOURNAL,Political ideology of the board and CEO dismissal following financial misconduct,"Park, U. David; Boeker, Warren; Gomulya, David",2020,41
JFQA,JOURNAL OF FINANCIAL AND QUANTITATIVE ANALYSIS,Managerial Entrenchment and Information Production,"Lin, Chen; Wei, Lai; Xie, Wensi",2020,55
HBR,HARVARD BUSINESS REVIEW,"To Recognize Risks Earlier, Invest in Analytics","Kozyrkov, Cassie",2020,98
AMJ,ACADEMY OF MANAGEMENT JOURNAL,"EXAMINING THE ""I"" IN TEAM: A LONGITUDINAL INVESTIGATION OF THE INFLUENCE OF TEAM NARCISSISM COMPOSITION ON TEAM OUTCOMES IN THE NBA","Grijalva, Emily; Maynes, Timothy D.; Badura, Katie L.; Whiting, Steven W.",2020,63
RP,RESEARCH POLICY,Latent innovation innovation in local economies,"Goetz, Stephan J.; Han, Yicheol",2020,49
